epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,43739.6,1.41862,1.17605,1.46509,0.73713,0.62597,0.70137,0.38575,1.49018,1.11185,1.49263,0.00552025,0.00552025,0.00552025
183,43979.8,1.42513,1.16394,1.47476,0.73742,0.62783,0.70195,0.38581,1.48938,1.11169,1.49183,0.0054955,0.0054955,0.0054955
184,44220,1.42369,1.16508,1.47018,0.73772,0.62855,0.70256,0.38622,1.48946,1.11127,1.49161,0.00547075,0.00547075,0.00547075
185,44460.5,1.42786,1.16903,1.46719,0.73823,0.62898,0.70292,0.38701,1.48885,1.11057,1.49088,0.005446,0.005446,0.005446
186,44701,1.41915,1.17269,1.46253,0.73855,0.62855,0.70332,0.38686,1.48888,1.11049,1.4906,0.00542125,0.00542125,0.00542125
187,44941.4,1.4173,1.16578,1.47071,0.74117,0.62769,0.70369,0.38745,1.48912,1.10901,1.4905,0.0053965,0.0053965,0.0053965
188,45181.6,1.41815,1.15464,1.46339,0.74163,0.62855,0.70365,0.38801,1.48899,1.10832,1.48993,0.00537175,0.00537175,0.00537175
189,45422,1.42231,1.16591,1.46435,0.74428,0.62855,0.70418,0.38824,1.48863,1.10824,1.48977,0.005347,0.005347,0.005347
190,45662.5,1.41525,1.15218,1.47068,0.74582,0.62726,0.70569,0.38853,1.4884,1.10711,1.48915,0.00532225,0.00532225,0.00532225
191,45903.5,1.41435,1.15297,1.45389,0.74764,0.62812,0.70651,0.38914,1.4882,1.10656,1.48853,0.0052975,0.0052975,0.0052975
192,46143.7,1.41988,1.1496,1.46066,0.74812,0.62855,0.70732,0.38954,1.48849,1.10595,1.48828,0.00527275,0.00527275,0.00527275
193,46384.2,1.41988,1.16074,1.46323,0.74888,0.62726,0.70756,0.38959,1.48803,1.10493,1.4878,0.005248,0.005248,0.005248
194,46624.7,1.41393,1.1448,1.4504,0.75067,0.6265,0.70766,0.38995,1.48803,1.10421,1.48759,0.00522325,0.00522325,0.00522325
195,46865.2,1.41269,1.14924,1.45083,0.74961,0.62855,0.70835,0.39024,1.48798,1.1031,1.48733,0.0051985,0.0051985,0.0051985
196,47105.8,1.41534,1.14275,1.44944,0.74843,0.62898,0.70753,0.39008,1.4883,1.10213,1.48697,0.00517375,0.00517375,0.00517375
197,47346,1.4147,1.13392,1.44733,0.74853,0.62855,0.70742,0.38973,1.48852,1.10116,1.48681,0.005149,0.005149,0.005149
198,47586.4,1.41299,1.14492,1.45084,0.75099,0.62812,0.70747,0.38961,1.48906,1.10074,1.48706,0.00512425,0.00512425,0.00512425
199,47826.7,1.40389,1.1321,1.44339,0.74765,0.62597,0.70621,0.38941,1.48965,1.10013,1.487,0.0050995,0.0050995,0.0050995
200,48067.1,1.41333,1.14245,1.45511,0.75049,0.62589,0.70663,0.38935,1.48961,1.10028,1.48608,0.00507475,0.00507475,0.00507475
201,48307.4,1.40713,1.13494,1.44569,0.74931,0.62452,0.70557,0.38992,1.48979,1.09957,1.4859,0.00505,0.00505,0.00505
202,48547.8,1.40527,1.13436,1.44728,0.74846,0.62425,0.70584,0.38971,1.49022,1.09912,1.48602,0.00502525,0.00502525,0.00502525
203,48788,1.39161,1.12046,1.4422,0.74897,0.62598,0.70652,0.38954,1.48988,1.09906,1.48585,0.0050005,0.0050005,0.0050005
204,49028.2,1.39717,1.12314,1.43613,0.7483,0.62511,0.70623,0.38935,1.49036,1.09835,1.48571,0.00497575,0.00497575,0.00497575
205,49268.7,1.39936,1.1161,1.44653,0.74906,0.62625,0.70623,0.38961,1.49022,1.09826,1.4856,0.004951,0.004951,0.004951
206,49508.8,1.40079,1.12138,1.44489,0.74773,0.62726,0.70614,0.3899,1.49031,1.09805,1.4854,0.00492625,0.00492625,0.00492625
207,49749.2,1.40103,1.12084,1.44672,0.74817,0.62459,0.70547,0.38958,1.49093,1.09754,1.48544,0.0049015,0.0049015,0.0049015
208,49989.4,1.39926,1.11762,1.44445,0.74801,0.62253,0.70549,0.38969,1.49017,1.09762,1.48525,0.00487675,0.00487675,0.00487675
209,50229.6,1.40039,1.12325,1.43996,0.74806,0.62124,0.70589,0.38988,1.49067,1.09645,1.48505,0.004852,0.004852,0.004852
210,50469.9,1.39147,1.09921,1.43396,0.74874,0.6221,0.70572,0.38958,1.49126,1.09692,1.4852,0.00482725,0.00482725,0.00482725
211,50710.2,1.39298,1.11789,1.43819,0.74978,0.62167,0.70598,0.38976,1.49119,1.09612,1.48485,0.0048025,0.0048025,0.0048025
212,50950.6,1.38293,1.10481,1.42629,0.75115,0.6221,0.70657,0.38947,1.49104,1.09553,1.4843,0.00477775,0.00477775,0.00477775
213,51190.9,1.39138,1.11165,1.4299,0.74952,0.62554,0.70729,0.38979,1.49125,1.09523,1.48405,0.004753,0.004753,0.004753
214,51431.2,1.3901,1.11162,1.43431,0.74856,0.62588,0.70659,0.38941,1.49143,1.09447,1.48386,0.00472825,0.00472825,0.00472825
215,51671.6,1.39159,1.1053,1.43075,0.74562,0.62726,0.70635,0.38999,1.49129,1.09419,1.48322,0.0047035,0.0047035,0.0047035
216,51912.1,1.38064,1.09711,1.42279,0.74868,0.62502,0.70621,0.38952,1.49141,1.09521,1.48276,0.00467875,0.00467875,0.00467875
217,52152.4,1.38524,1.10509,1.42441,0.7485,0.62568,0.70634,0.38967,1.49119,1.09484,1.48244,0.004654,0.004654,0.004654
218,52393.1,1.38328,1.09834,1.42283,0.7465,0.6264,0.70689,0.38966,1.49198,1.09404,1.48232,0.00462925,0.00462925,0.00462925
219,52633.7,1.38649,1.09193,1.42669,0.74889,0.62568,0.70608,0.38959,1.49179,1.09337,1.48178,0.0046045,0.0046045,0.0046045
220,52873.9,1.38083,1.08862,1.42717,0.7528,0.62554,0.70629,0.38957,1.4921,1.09331,1.48126,0.00457975,0.00457975,0.00457975
221,53114.3,1.37315,1.08716,1.41704,0.75516,0.62454,0.70589,0.38987,1.49183,1.09273,1.48054,0.004555,0.004555,0.004555
222,53354.6,1.37681,1.09721,1.42594,0.7569,0.62253,0.7056,0.38958,1.49105,1.09292,1.47998,0.00453025,0.00453025,0.00453025
223,53595,1.37536,1.07667,1.42052,0.75379,0.62554,0.70603,0.39025,1.49167,1.09193,1.47997,0.0045055,0.0045055,0.0045055
224,53835.7,1.37592,1.0909,1.42403,0.75375,0.62468,0.70626,0.3902,1.4917,1.09236,1.47971,0.00448075,0.00448075,0.00448075
225,54075.7,1.36725,1.06936,1.4126,0.75362,0.62554,0.70654,0.39064,1.49244,1.09209,1.47962,0.004456,0.004456,0.004456
226,54316.1,1.37572,1.08634,1.41475,0.75439,0.62459,0.70705,0.39085,1.49243,1.09219,1.47942,0.00443125,0.00443125,0.00443125
227,54556.7,1.36702,1.07182,1.42042,0.75152,0.62545,0.70693,0.39119,1.49251,1.09272,1.47905,0.0044065,0.0044065,0.0044065
228,54797.2,1.37945,1.08372,1.41923,0.75363,0.62425,0.70718,0.39125,1.49241,1.09277,1.47876,0.00438175,0.00438175,0.00438175
229,55037.9,1.36539,1.06548,1.40614,0.75506,0.62511,0.70747,0.39156,1.49211,1.09218,1.47847,0.004357,0.004357,0.004357
230,55278.4,1.37542,1.07547,1.41457,0.75886,0.62382,0.70778,0.39139,1.49258,1.09149,1.47832,0.00433225,0.00433225,0.00433225
231,55518.9,1.37303,1.07452,1.41338,0.75957,0.62342,0.7077,0.39152,1.49259,1.09124,1.47816,0.0043075,0.0043075,0.0043075
232,55759,1.37535,1.07359,1.41553,0.76023,0.62296,0.70897,0.39165,1.49316,1.09025,1.47826,0.00428275,0.00428275,0.00428275
233,55999.6,1.35436,1.05627,1.39906,0.75846,0.62775,0.70925,0.39131,1.49278,1.09045,1.47784,0.004258,0.004258,0.004258
234,56239.9,1.36459,1.05944,1.41007,0.75628,0.62941,0.70995,0.39145,1.49273,1.09037,1.47737,0.00423325,0.00423325,0.00423325
235,56480.5,1.37075,1.06496,1.40868,0.75793,0.62861,0.71021,0.39183,1.49308,1.09018,1.47712,0.0042085,0.0042085,0.0042085
236,56720.8,1.36632,1.06083,1.40636,0.7584,0.62756,0.70927,0.39192,1.49384,1.09139,1.47721,0.00418375,0.00418375,0.00418375
237,56960.9,1.35066,1.05266,1.40122,0.75614,0.63113,0.70905,0.39228,1.49426,1.09131,1.47685,0.004159,0.004159,0.004159
238,57201.3,1.3615,1.06044,1.40543,0.75747,0.63242,0.70939,0.39196,1.49428,1.09064,1.47653,0.00413425,0.00413425,0.00413425
239,57441.5,1.35506,1.05565,1.40556,0.75521,0.63242,0.70911,0.39201,1.49443,1.09007,1.47633,0.0041095,0.0041095,0.0041095
240,57682.1,1.35472,1.04362,1.40239,0.75701,0.63156,0.70974,0.39174,1.49498,1.08957,1.47685,0.00408475,0.00408475,0.00408475
241,57922.3,1.3622,1.0456,1.4086,0.75375,0.63298,0.70949,0.3922,1.49554,1.08922,1.47687,0.00406,0.00406,0.00406
242,58162.9,1.35579,1.05282,1.40608,0.75625,0.63093,0.70963,0.39246,1.4955,1.08936,1.47648,0.00403525,0.00403525,0.00403525
243,58403.5,1.36275,1.03729,1.40311,0.75579,0.63285,0.70945,0.39286,1.49522,1.0887,1.47548,0.0040105,0.0040105,0.0040105
244,58643.8,1.34994,1.0457,1.39518,0.7562,0.635,0.70986,0.39316,1.49489,1.0879,1.47535,0.00398575,0.00398575,0.00398575
245,58884.3,1.36255,1.04875,1.39916,0.75694,0.63414,0.70995,0.39283,1.49478,1.08779,1.47538,0.003961,0.003961,0.003961
246,59124.6,1.36044,1.04389,1.3979,0.75556,0.63255,0.70878,0.39269,1.49496,1.08832,1.47459,0.00393625,0.00393625,0.00393625
247,59364.7,1.35055,1.03702,1.38505,0.75733,0.63371,0.70885,0.39291,1.49522,1.08848,1.47423,0.0039115,0.0039115,0.0039115
248,59605.1,1.34872,1.02719,1.38859,0.75595,0.63414,0.70928,0.39297,1.49563,1.08876,1.47385,0.00388675,0.00388675,0.00388675
249,59845.7,1.3398,1.01855,1.38942,0.75812,0.63331,0.70845,0.39276,1.49604,1.08915,1.47394,0.003862,0.003862,0.003862
250,60085.9,1.35092,1.03759,1.3943,0.75594,0.63199,0.70762,0.39278,1.49604,1.08911,1.4743,0.00383725,0.00383725,0.00383725
251,60326.4,1.34762,1.03271,1.39309,0.75613,0.63318,0.70723,0.39298,1.49648,1.08838,1.47432,0.0038125,0.0038125,0.0038125
252,60567.2,1.34276,1.02477,1.37875,0.75604,0.63328,0.70774,0.39367,1.49617,1.08792,1.47357,0.00378775,0.00378775,0.00378775
253,60807.6,1.34169,1.02392,1.38801,0.75719,0.63457,0.7085,0.39334,1.49594,1.08817,1.47339,0.003763,0.003763,0.003763
254,61047.6,1.34339,1.0148,1.38092,0.75695,0.63331,0.70763,0.3934,1.49648,1.08838,1.47345,0.00373825,0.00373825,0.00373825
255,61287.7,1.33636,1.018,1.38021,0.75462,0.63331,0.70747,0.39305,1.49677,1.0888,1.47362,0.0037135,0.0037135,0.0037135
256,61527.6,1.33738,1.02064,1.38293,0.75543,0.63344,0.7081,0.39354,1.49667,1.08908,1.47324,0.00368875,0.00368875,0.00368875
257,61768,1.33394,1.01597,1.37813,0.75344,0.63199,0.70621,0.39349,1.49673,1.08895,1.47329,0.003664,0.003664,0.003664
258,62007.8,1.33267,1.00389,1.3822,0.75456,0.63312,0.70802,0.39338,1.49757,1.08959,1.47353,0.00363925,0.00363925,0.00363925
259,62247.7,1.33116,1.0102,1.38339,0.75445,0.63285,0.70782,0.39305,1.49765,1.08969,1.47353,0.0036145,0.0036145,0.0036145
260,62487.8,1.33776,1.01191,1.37861,0.75527,0.63199,0.70771,0.39236,1.49824,1.08981,1.47347,0.00358975,0.00358975,0.00358975
261,62728.2,1.32681,1.01276,1.376,0.75774,0.62931,0.70918,0.39231,1.49859,1.08952,1.47354,0.003565,0.003565,0.003565
262,62968.4,1.32608,1.00715,1.37539,0.75709,0.62845,0.70779,0.39224,1.49906,1.08996,1.47354,0.00354025,0.00354025,0.00354025
263,63208.4,1.33004,0.9963,1.37402,0.75702,0.62597,0.70657,0.39226,1.4999,1.08968,1.47349,0.0035155,0.0035155,0.0035155
264,63448.6,1.33085,1.0032,1.37299,0.75357,0.62841,0.70778,0.3921,1.49985,1.0904,1.47369,0.00349075,0.00349075,0.00349075
265,63688.7,1.32446,1.00879,1.37076,0.75356,0.62708,0.70657,0.39214,1.49959,1.09109,1.47344,0.003466,0.003466,0.003466
266,63928.8,1.32867,0.9954,1.37567,0.75066,0.62643,0.70492,0.39164,1.49977,1.09092,1.47351,0.00344125,0.00344125,0.00344125
267,64168.8,1.32983,0.99691,1.38108,0.75185,0.62683,0.70686,0.39197,1.49983,1.09067,1.47318,0.0034165,0.0034165,0.0034165
268,64408.9,1.32318,0.99064,1.37752,0.74761,0.62654,0.70491,0.39183,1.50058,1.09042,1.47352,0.00339175,0.00339175,0.00339175
269,64649,1.32846,0.98922,1.37602,0.74937,0.62683,0.70503,0.39182,1.50096,1.08939,1.47368,0.003367,0.003367,0.003367
270,64888.9,1.32357,0.98643,1.37194,0.74936,0.62769,0.70714,0.39205,1.50146,1.09003,1.4739,0.00334225,0.00334225,0.00334225
271,65129,1.31994,0.9944,1.3672,0.74972,0.62726,0.70667,0.3923,1.50233,1.09043,1.47399,0.0033175,0.0033175,0.0033175
272,65369.1,1.3153,0.98294,1.36458,0.74809,0.62769,0.70529,0.39211,1.5027,1.09074,1.47416,0.00329275,0.00329275,0.00329275
273,65609.3,1.30878,0.9797,1.36155,0.75069,0.62726,0.70477,0.39218,1.50262,1.09129,1.47406,0.003268,0.003268,0.003268
274,65849.4,1.31352,0.98394,1.36713,0.74928,0.62769,0.70418,0.39158,1.50305,1.09249,1.47422,0.00324325,0.00324325,0.00324325
275,66090,1.30684,0.97364,1.35665,0.75078,0.62683,0.70531,0.39208,1.50358,1.09218,1.47468,0.0032185,0.0032185,0.0032185
276,66332.4,1.31272,0.97514,1.35919,0.74975,0.6264,0.70535,0.39222,1.50337,1.09208,1.47437,0.00319375,0.00319375,0.00319375
277,66572.8,1.30329,0.96762,1.35595,0.75167,0.62554,0.70564,0.39176,1.50339,1.09257,1.47448,0.003169,0.003169,0.003169
278,66813.3,1.29941,0.96984,1.36077,0.75422,0.62402,0.7052,0.3922,1.50375,1.09331,1.47474,0.00314425,0.00314425,0.00314425
279,67053.4,1.30444,0.96989,1.359,0.75385,0.6241,0.70529,0.39198,1.50389,1.09379,1.47485,0.0031195,0.0031195,0.0031195
280,67293.5,1.29784,0.96987,1.34973,0.75458,0.62468,0.70617,0.39225,1.5039,1.09381,1.47444,0.00309475,0.00309475,0.00309475
281,67533.9,1.30097,0.9615,1.35205,0.75514,0.62554,0.706,0.3922,1.50346,1.09369,1.47405,0.00307,0.00307,0.00307
282,67774.1,1.30648,0.96534,1.35361,0.75797,0.6264,0.70581,0.39184,1.50385,1.09338,1.47385,0.00304525,0.00304525,0.00304525
283,68014.7,1.29543,0.95617,1.34467,0.75772,0.62253,0.70419,0.39244,1.50387,1.09415,1.47349,0.0030205,0.0030205,0.0030205
284,68255.3,1.29504,0.95067,1.34926,0.75879,0.6221,0.70435,0.39213,1.50393,1.09363,1.47334,0.00299575,0.00299575,0.00299575
285,68495.5,1.29756,0.97346,1.35576,0.75943,0.62295,0.70445,0.392,1.50369,1.09306,1.47334,0.002971,0.002971,0.002971
286,68735.4,1.29333,0.95046,1.34486,0.75967,0.6221,0.70408,0.39147,1.5041,1.09329,1.47333,0.00294625,0.00294625,0.00294625
287,68975.4,1.29158,0.95131,1.3467,0.75773,0.62256,0.70422,0.39164,1.50372,1.09403,1.47338,0.0029215,0.0029215,0.0029215
288,69215.5,1.29499,0.95649,1.34871,0.75706,0.62297,0.70388,0.39131,1.50433,1.09419,1.47355,0.00289675,0.00289675,0.00289675
289,69455.9,1.28175,0.94777,1.33723,0.75689,0.62374,0.70368,0.39131,1.50467,1.09359,1.47389,0.002872,0.002872,0.002872
290,69695.9,1.28609,0.93612,1.33901,0.75556,0.62459,0.70439,0.39142,1.50531,1.09358,1.47398,0.00284725,0.00284725,0.00284725
291,69935.9,1.29321,0.94931,1.33869,0.75719,0.62339,0.70465,0.39154,1.50488,1.09305,1.47385,0.0028225,0.0028225,0.0028225
292,70176,1.28527,0.93902,1.33919,0.75582,0.62677,0.70508,0.39132,1.50556,1.09292,1.47394,0.00279775,0.00279775,0.00279775
