epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,46260.3,1.37079,1.0116,1.39454,0.71636,0.6504,0.70079,0.38711,1.49993,1.02659,1.44878,0.00566875,0.00566875,0.00566875
177,46522.6,1.38118,1.00926,1.39534,0.71384,0.64883,0.6998,0.38625,1.50097,1.02606,1.44925,0.005644,0.005644,0.005644
178,46785,1.36154,0.9973,1.39274,0.71555,0.64789,0.70077,0.38628,1.5009,1.02563,1.44928,0.00561925,0.00561925,0.00561925
179,47047.3,1.3718,1.00594,1.39796,0.71674,0.64726,0.70095,0.38689,1.50104,1.02552,1.44943,0.0055945,0.0055945,0.0055945
180,47309.8,1.3594,1.00362,1.39055,0.71879,0.6466,0.70043,0.38693,1.50125,1.02473,1.44921,0.00556975,0.00556975,0.00556975
181,47572.5,1.37182,0.99547,1.39887,0.71797,0.64683,0.70123,0.38723,1.50096,1.02431,1.44944,0.005545,0.005545,0.005545
182,47835.2,1.3542,0.99459,1.38942,0.7199,0.64641,0.70073,0.38693,1.50096,1.02378,1.44952,0.00552025,0.00552025,0.00552025
183,48097.7,1.35794,0.98773,1.39523,0.72102,0.64703,0.70068,0.38668,1.50118,1.02372,1.44963,0.0054955,0.0054955,0.0054955
184,48360.1,1.35619,0.98602,1.38567,0.72158,0.64847,0.70098,0.38688,1.50052,1.02347,1.44959,0.00547075,0.00547075,0.00547075
185,48622.8,1.36366,0.99052,1.38466,0.72078,0.64918,0.70088,0.38709,1.50062,1.02323,1.44962,0.005446,0.005446,0.005446
186,48885.5,1.35555,0.98777,1.38047,0.72121,0.64832,0.70098,0.38694,1.50021,1.02304,1.4489,0.00542125,0.00542125,0.00542125
187,49147.7,1.35003,0.9823,1.3821,0.72411,0.64746,0.70034,0.38727,1.50007,1.02329,1.44863,0.0053965,0.0053965,0.0053965
188,49410.2,1.34723,0.97404,1.37843,0.72052,0.6466,0.70006,0.38719,1.49971,1.02226,1.44861,0.00537175,0.00537175,0.00537175
189,49672.9,1.3563,0.98674,1.38401,0.72288,0.64617,0.70204,0.38761,1.49959,1.02236,1.44888,0.005347,0.005347,0.005347
190,49935.6,1.34625,0.97639,1.38614,0.72204,0.64551,0.7018,0.38786,1.49964,1.02247,1.44892,0.00532225,0.00532225,0.00532225
191,50198.5,1.35065,0.97566,1.37685,0.72211,0.64531,0.70065,0.38774,1.4991,1.02197,1.44869,0.0052975,0.0052975,0.0052975
192,50461.1,1.35304,0.97739,1.38621,0.72315,0.6466,0.70175,0.38844,1.4996,1.02075,1.44904,0.00527275,0.00527275,0.00527275
193,50723.9,1.3485,0.98458,1.38472,0.71843,0.6472,0.70104,0.38826,1.4999,1.0202,1.44965,0.005248,0.005248,0.005248
194,50986,1.34497,0.97028,1.38134,0.71951,0.64875,0.70199,0.389,1.49965,1.02014,1.44978,0.00522325,0.00522325,0.00522325
195,51249.4,1.33902,0.9735,1.37782,0.72152,0.64617,0.70165,0.3886,1.49936,1.02012,1.44972,0.0051985,0.0051985,0.0051985
196,51512.3,1.34575,0.96178,1.37485,0.72205,0.6489,0.70254,0.38919,1.49995,1.01916,1.45021,0.00517375,0.00517375,0.00517375
197,51775.1,1.34231,0.96505,1.37591,0.72179,0.64746,0.70166,0.38902,1.50019,1.01871,1.4506,0.005149,0.005149,0.005149
198,52038.4,1.34478,0.96835,1.37136,0.72353,0.64875,0.70257,0.38897,1.50125,1.01783,1.45124,0.00512425,0.00512425,0.00512425
199,52301.5,1.33946,0.95744,1.37239,0.72061,0.6509,0.70289,0.38862,1.50103,1.01726,1.45092,0.0050995,0.0050995,0.0050995
200,52564.8,1.34485,0.96652,1.37995,0.72248,0.65133,0.70365,0.38916,1.50124,1.01675,1.4509,0.00507475,0.00507475,0.00507475
201,52828.3,1.34171,0.96574,1.3713,0.72647,0.64969,0.70467,0.38953,1.50162,1.01602,1.45093,0.00505,0.00505,0.00505
202,53092,1.34131,0.96082,1.37567,0.72619,0.64879,0.70407,0.38934,1.50207,1.01624,1.45098,0.00502525,0.00502525,0.00502525
203,53355,1.32218,0.94717,1.36184,0.72712,0.6484,0.70428,0.38983,1.50226,1.01606,1.45085,0.0050005,0.0050005,0.0050005
204,53619.2,1.32853,0.94981,1.36059,0.72553,0.64789,0.704,0.38937,1.50278,1.01549,1.45109,0.00497575,0.00497575,0.00497575
205,53882.4,1.33301,0.95032,1.36993,0.72498,0.64711,0.70389,0.38952,1.50275,1.01505,1.45123,0.004951,0.004951,0.004951
206,54145.9,1.33093,0.95149,1.3662,0.72397,0.64746,0.70399,0.38957,1.50304,1.01434,1.45148,0.00492625,0.00492625,0.00492625
207,54408.6,1.33168,0.95198,1.3636,0.72715,0.64617,0.70307,0.38964,1.50306,1.01403,1.45127,0.0049015,0.0049015,0.0049015
208,54672.8,1.32581,0.94536,1.36712,0.7244,0.6466,0.70385,0.38946,1.50297,1.01389,1.45171,0.00487675,0.00487675,0.00487675
209,54935,1.32957,0.94962,1.36075,0.72417,0.64746,0.70383,0.38944,1.50321,1.01345,1.45175,0.004852,0.004852,0.004852
210,55197.5,1.32156,0.93132,1.35876,0.72581,0.64642,0.70397,0.38939,1.50345,1.01299,1.45233,0.00482725,0.00482725,0.00482725
211,55459.7,1.31973,0.94447,1.35766,0.7281,0.64703,0.70399,0.38972,1.50354,1.01288,1.45255,0.0048025,0.0048025,0.0048025
212,55722.2,1.30796,0.92787,1.35536,0.72884,0.64832,0.70463,0.38929,1.50413,1.0127,1.45272,0.00477775,0.00477775,0.00477775
213,55984.8,1.31796,0.93743,1.35967,0.73129,0.64702,0.70431,0.38957,1.50459,1.01126,1.45372,0.004753,0.004753,0.004753
214,56247.5,1.31951,0.93832,1.35838,0.73129,0.64702,0.70436,0.38998,1.50448,1.01118,1.45402,0.00472825,0.00472825,0.00472825
215,56509.9,1.31433,0.92824,1.35708,0.73212,0.64625,0.70515,0.39026,1.50506,1.01111,1.45458,0.0047035,0.0047035,0.0047035
216,56772.7,1.3034,0.92813,1.35036,0.73374,0.64567,0.70535,0.39031,1.50504,1.01062,1.4545,0.00467875,0.00467875,0.00467875
217,57034.9,1.31186,0.92935,1.35142,0.73628,0.64359,0.70426,0.38969,1.5053,1.01103,1.4549,0.004654,0.004654,0.004654
218,57297.4,1.3148,0.92332,1.35239,0.73556,0.64359,0.70402,0.38982,1.50577,1.01059,1.45522,0.00462925,0.00462925,0.00462925
219,57559.7,1.31405,0.923,1.35764,0.73628,0.64359,0.70452,0.39003,1.50574,1.01038,1.45574,0.0046045,0.0046045,0.0046045
220,57822.3,1.30552,0.91734,1.35278,0.73667,0.64488,0.70508,0.38943,1.50556,1.01113,1.45595,0.00457975,0.00457975,0.00457975
221,58084.4,1.30438,0.91858,1.34875,0.73328,0.64445,0.70435,0.3892,1.50636,1.01013,1.45629,0.004555,0.004555,0.004555
222,58347,1.30804,0.92479,1.35037,0.73372,0.64324,0.70406,0.38921,1.50643,1.01029,1.45641,0.00453025,0.00453025,0.00453025
223,58609.4,1.30491,0.91188,1.34427,0.7362,0.6443,0.70523,0.38906,1.50693,1.0102,1.45681,0.0045055,0.0045055,0.0045055
224,58872.7,1.30329,0.9197,1.34806,0.7371,0.64445,0.70548,0.38905,1.50683,1.01103,1.45682,0.00448075,0.00448075,0.00448075
225,59135.8,1.29659,0.90551,1.34054,0.73625,0.64206,0.70564,0.38904,1.50733,1.01032,1.45707,0.004456,0.004456,0.004456
226,59398.9,1.2981,0.91354,1.3416,0.73709,0.64488,0.70576,0.38956,1.50844,1.01114,1.45745,0.00443125,0.00443125,0.00443125
227,59662.1,1.29163,0.90732,1.33987,0.73723,0.64531,0.70612,0.38959,1.50953,1.01141,1.45805,0.0044065,0.0044065,0.0044065
228,59925.7,1.30516,0.91937,1.34676,0.73445,0.64447,0.70614,0.3897,1.50898,1.01078,1.45795,0.00438175,0.00438175,0.00438175
229,60189.2,1.29117,0.89961,1.33604,0.73725,0.64419,0.7064,0.38954,1.50974,1.01035,1.45851,0.004357,0.004357,0.004357
230,60452.4,1.29684,0.91212,1.3453,0.73904,0.64164,0.707,0.38931,1.51043,1.01028,1.45915,0.00433225,0.00433225,0.00433225
231,60715.4,1.30323,0.90867,1.3455,0.73889,0.64237,0.70676,0.3896,1.51118,1.01082,1.45946,0.0043075,0.0043075,0.0043075
232,60978.5,1.30426,0.90879,1.34559,0.73867,0.64058,0.70733,0.39038,1.51169,1.00986,1.45996,0.00428275,0.00428275,0.00428275
233,61241.8,1.28273,0.88718,1.33803,0.73818,0.64122,0.70734,0.39023,1.51122,1.00927,1.46002,0.004258,0.004258,0.004258
234,61505.2,1.28895,0.89437,1.3411,0.73943,0.64293,0.70777,0.38944,1.51148,1.00909,1.46022,0.00423325,0.00423325,0.00423325
235,61768.7,1.29074,0.89559,1.33733,0.73977,0.64041,0.70709,0.38986,1.51224,1.00915,1.46083,0.0042085,0.0042085,0.0042085
236,62032.1,1.29421,0.89637,1.33495,0.74057,0.64309,0.70676,0.38996,1.5126,1.00939,1.46118,0.00418375,0.00418375,0.00418375
237,62295.3,1.27592,0.88898,1.33188,0.74052,0.6417,0.70685,0.38964,1.51312,1.00898,1.46166,0.004159,0.004159,0.004159
238,62557.8,1.28938,0.89403,1.33491,0.73809,0.64101,0.70565,0.38929,1.51355,1.00895,1.46186,0.00413425,0.00413425,0.00413425
239,62819.8,1.28171,0.88611,1.3357,0.74171,0.64015,0.70634,0.3892,1.51394,1.00903,1.46216,0.0041095,0.0041095,0.0041095
240,63082.1,1.27857,0.88065,1.32673,0.74093,0.63929,0.7068,0.38975,1.51426,1.00853,1.46219,0.00408475,0.00408475,0.00408475
241,63344.3,1.28846,0.88041,1.3359,0.74102,0.63844,0.70711,0.38951,1.51459,1.00846,1.46237,0.00406,0.00406,0.00406
242,63606.5,1.2819,0.88492,1.33673,0.74201,0.63801,0.70698,0.3895,1.51541,1.00821,1.46296,0.00403525,0.00403525,0.00403525
243,63869.2,1.28602,0.8722,1.33402,0.74311,0.63586,0.70576,0.38952,1.51641,1.00819,1.46372,0.0040105,0.0040105,0.0040105
244,64131.8,1.27413,0.87631,1.32494,0.74327,0.63727,0.70633,0.38926,1.51649,1.00825,1.46392,0.00398575,0.00398575,0.00398575
245,64394.3,1.29273,0.88521,1.33133,0.74271,0.6379,0.70679,0.38901,1.51774,1.00837,1.46431,0.003961,0.003961,0.003961
246,64656.9,1.27996,0.87833,1.32813,0.74421,0.63586,0.70666,0.38914,1.51779,1.00834,1.46484,0.00393625,0.00393625,0.00393625
247,64919.1,1.27131,0.86421,1.31933,0.74183,0.63743,0.70612,0.38917,1.51853,1.00828,1.46539,0.0039115,0.0039115,0.0039115
248,65181.6,1.27461,0.86677,1.3168,0.74208,0.63543,0.70539,0.38935,1.5193,1.00785,1.46599,0.00388675,0.00388675,0.00388675
249,65444,1.26237,0.85595,1.31987,0.73661,0.63844,0.7049,0.38914,1.52028,1.00686,1.46691,0.003862,0.003862,0.003862
250,65706.4,1.27162,0.8671,1.31403,0.73571,0.63972,0.70502,0.3888,1.52078,1.0059,1.46732,0.00383725,0.00383725,0.00383725
251,65969.1,1.2673,0.87032,1.32238,0.73995,0.63613,0.70472,0.38866,1.52146,1.0058,1.46785,0.0038125,0.0038125,0.0038125
252,66232.6,1.26305,0.8688,1.31462,0.73606,0.63972,0.70486,0.38859,1.52163,1.00534,1.46812,0.00378775,0.00378775,0.00378775
253,66495.9,1.26483,0.85969,1.31517,0.7361,0.64101,0.70509,0.38859,1.52216,1.00553,1.46862,0.003763,0.003763,0.003763
254,66759.4,1.26226,0.85665,1.3156,0.73525,0.64058,0.70477,0.38807,1.52299,1.00569,1.46952,0.00373825,0.00373825,0.00373825
255,67022.8,1.26338,0.8612,1.31973,0.74014,0.63629,0.70484,0.38829,1.52295,1.00606,1.46983,0.0037135,0.0037135,0.0037135
256,67286,1.25483,0.85748,1.31437,0.73743,0.63672,0.70449,0.38816,1.52333,1.00571,1.47062,0.00368875,0.00368875,0.00368875
257,67549.6,1.25813,0.85937,1.3118,0.73512,0.64015,0.70416,0.38836,1.52424,1.00599,1.4712,0.003664,0.003664,0.003664
258,67812.8,1.25559,0.85162,1.30957,0.73624,0.63962,0.70425,0.38802,1.52449,1.00625,1.47172,0.00363925,0.00363925,0.00363925
259,68075.9,1.25071,0.85034,1.3091,0.7374,0.63742,0.7049,0.38805,1.52494,1.00642,1.47216,0.0036145,0.0036145,0.0036145
260,68339.3,1.25612,0.8519,1.30917,0.73897,0.63656,0.70489,0.388,1.52552,1.00648,1.4728,0.00358975,0.00358975,0.00358975
261,68602.6,1.24956,0.85257,1.30674,0.73586,0.63758,0.70439,0.38752,1.52586,1.00654,1.47367,0.003565,0.003565,0.003565
262,68866.3,1.24603,0.8517,1.30344,0.73738,0.63856,0.70607,0.38778,1.52621,1.00662,1.47419,0.00354025,0.00354025,0.00354025
263,69129.5,1.24483,0.83721,1.29699,0.73711,0.63929,0.70584,0.38776,1.52673,1.00667,1.47498,0.0035155,0.0035155,0.0035155
264,69392.7,1.25227,0.84318,1.30127,0.73658,0.63972,0.70558,0.38783,1.5271,1.00702,1.47577,0.00349075,0.00349075,0.00349075
265,69656.2,1.24667,0.85131,1.30514,0.73603,0.63972,0.70404,0.38709,1.52762,1.00702,1.47624,0.003466,0.003466,0.003466
266,69918.5,1.24954,0.84032,1.30078,0.73793,0.63887,0.70374,0.38709,1.52798,1.0074,1.47633,0.00344125,0.00344125,0.00344125
267,70180.4,1.25032,0.83724,1.30826,0.7378,0.63875,0.70388,0.38686,1.52822,1.00799,1.47681,0.0034165,0.0034165,0.0034165
268,70442.7,1.24567,0.83688,1.30352,0.73909,0.63972,0.70486,0.38712,1.52868,1.00802,1.47695,0.00339175,0.00339175,0.00339175
269,70704.8,1.24074,0.84018,1.29942,0.73822,0.63894,0.70436,0.38728,1.52877,1.00881,1.47717,0.003367,0.003367,0.003367
270,70967.4,1.24301,0.83099,1.29987,0.73933,0.63894,0.70456,0.38675,1.5293,1.0083,1.47765,0.00334225,0.00334225,0.00334225
271,71229.5,1.23751,0.83446,1.29571,0.74235,0.63918,0.70586,0.3873,1.52987,1.00812,1.47867,0.0033175,0.0033175,0.0033175
272,71492,1.23688,0.83263,1.29269,0.74228,0.63894,0.70488,0.38684,1.5302,1.00738,1.47936,0.00329275,0.00329275,0.00329275
273,71754.2,1.22345,0.82621,1.28733,0.74256,0.64144,0.70572,0.38691,1.53104,1.00779,1.48014,0.003268,0.003268,0.003268
274,72016.7,1.22848,0.82612,1.29123,0.74206,0.64069,0.70501,0.38675,1.53139,1.00671,1.48054,0.00324325,0.00324325,0.00324325
275,72279.1,1.22708,0.82399,1.29146,0.74235,0.63887,0.7047,0.38684,1.53146,1.00633,1.48125,0.0032185,0.0032185,0.0032185
276,72541.5,1.23011,0.8176,1.28965,0.7418,0.63972,0.70438,0.38677,1.53303,1.00598,1.48294,0.00319375,0.00319375,0.00319375
277,72804.2,1.22285,0.81509,1.28561,0.7424,0.64058,0.70498,0.38666,1.53438,1.00572,1.48379,0.003169,0.003169,0.003169
278,73066.9,1.22393,0.8181,1.29223,0.74265,0.63887,0.70362,0.38649,1.53471,1.00582,1.48439,0.00314425,0.00314425,0.00314425
279,73330.1,1.22395,0.81899,1.28777,0.74414,0.63887,0.70433,0.38584,1.53523,1.00607,1.48532,0.0031195,0.0031195,0.0031195
280,73593.4,1.22164,0.81722,1.28839,0.74614,0.63844,0.70429,0.38606,1.53568,1.00584,1.48615,0.00309475,0.00309475,0.00309475
281,73857,1.21344,0.8116,1.28218,0.74614,0.63758,0.70411,0.38541,1.53665,1.00605,1.4871,0.00307,0.00307,0.00307
282,74120.2,1.22209,0.81704,1.28343,0.7448,0.63866,0.70416,0.38578,1.53674,1.00528,1.48757,0.00304525,0.00304525,0.00304525
283,74383.5,1.20881,0.80654,1.27464,0.74116,0.63892,0.70408,0.38584,1.53732,1.00536,1.48781,0.0030205,0.0030205,0.0030205
284,74646.6,1.21176,0.79843,1.27803,0.74649,0.63801,0.70312,0.38502,1.53828,1.00558,1.48887,0.00299575,0.00299575,0.00299575
285,74909.9,1.2158,0.81185,1.28237,0.74463,0.63844,0.70317,0.38523,1.53899,1.00551,1.48971,0.002971,0.002971,0.002971
286,75173.3,1.21135,0.80383,1.27451,0.74673,0.63715,0.70297,0.38499,1.53916,1.00557,1.49031,0.00294625,0.00294625,0.00294625
287,75436.5,1.20738,0.79605,1.27597,0.74746,0.63878,0.70319,0.38502,1.53943,1.00546,1.49099,0.0029215,0.0029215,0.0029215
288,75699.8,1.20947,0.80699,1.27345,0.7455,0.64101,0.70261,0.385,1.5404,1.00603,1.49188,0.00289675,0.00289675,0.00289675
289,75963.4,1.20526,0.80368,1.27186,0.74369,0.64058,0.70225,0.38474,1.54098,1.00603,1.49248,0.002872,0.002872,0.002872
290,76227.2,1.19903,0.7931,1.26725,0.74492,0.64316,0.70234,0.38451,1.54158,1.00608,1.49305,0.00284725,0.00284725,0.00284725
291,76491,1.20907,0.79928,1.27024,0.74695,0.64144,0.70253,0.38464,1.54196,1.00624,1.49399,0.0028225,0.0028225,0.0028225
292,76755.2,1.20005,0.7861,1.26768,0.74912,0.64144,0.7019,0.3844,1.5426,1.00602,1.49456,0.00279775,0.00279775,0.00279775
293,77018.1,1.202,0.79673,1.27387,0.74637,0.64058,0.70211,0.38428,1.54308,1.0054,1.49576,0.002773,0.002773,0.002773
294,77280.7,1.19916,0.79345,1.26625,0.74533,0.63919,0.70212,0.38406,1.54363,1.00562,1.49664,0.00274825,0.00274825,0.00274825
295,77542.9,1.19394,0.78724,1.26681,0.74547,0.64091,0.70191,0.38425,1.54332,1.00615,1.49584,0.0027235,0.0027235,0.0027235
296,77805.3,1.18996,0.78679,1.26552,0.74462,0.63807,0.70143,0.38424,1.54367,1.00713,1.49664,0.00269875,0.00269875,0.00269875
297,78067.3,1.18485,0.77608,1.26383,0.74688,0.63844,0.70123,0.38401,1.544,1.0075,1.49734,0.002674,0.002674,0.002674
298,78329.6,1.19075,0.78249,1.26161,0.74623,0.63887,0.70132,0.38409,1.54483,1.00782,1.4981,0.00264925,0.00264925,0.00264925
299,78591.7,1.18547,0.78104,1.25727,0.74353,0.64144,0.70151,0.38378,1.54457,1.00805,1.49806,0.0026245,0.0026245,0.0026245
300,78854.1,1.19319,0.78779,1.26647,0.74315,0.64058,0.70083,0.38373,1.54479,1.00789,1.49842,0.00259975,0.00259975,0.00259975
301,79116.5,1.18682,0.7751,1.26033,0.74469,0.64079,0.70138,0.38347,1.5459,1.00801,1.49959,0.002575,0.002575,0.002575
302,79378.9,1.19198,0.78105,1.25992,0.73699,0.64703,0.70131,0.38294,1.54605,1.00879,1.49995,0.00255025,0.00255025,0.00255025
303,79641,1.19264,0.77391,1.26325,0.73676,0.64746,0.70076,0.38261,1.5463,1.00846,1.50057,0.0025255,0.0025255,0.0025255
304,79903.6,1.17976,0.77186,1.26367,0.73472,0.64875,0.70068,0.38278,1.54723,1.00839,1.50169,0.00250075,0.00250075,0.00250075
305,80165.8,1.17617,0.76956,1.25103,0.73338,0.64918,0.70004,0.38238,1.54704,1.00862,1.50188,0.002476,0.002476,0.002476
306,80429,1.1767,0.76742,1.25765,0.73099,0.64832,0.69976,0.38281,1.54777,1.00924,1.50316,0.00245125,0.00245125,0.00245125
307,80692.3,1.17967,0.76949,1.25019,0.73122,0.64918,0.69895,0.38264,1.54831,1.00913,1.50396,0.0024265,0.0024265,0.0024265
308,80955.6,1.17742,0.7653,1.25115,0.72825,0.64979,0.69851,0.38228,1.54987,1.00936,1.50519,0.00240175,0.00240175,0.00240175
309,81218.9,1.18045,0.76267,1.25006,0.72981,0.65146,0.69916,0.38248,1.55,1.00924,1.50563,0.002377,0.002377,0.002377
310,81482.4,1.17913,0.77156,1.24915,0.73029,0.65072,0.69865,0.38247,1.55071,1.00976,1.50625,0.00235225,0.00235225,0.00235225
311,81745.7,1.16994,0.76124,1.24662,0.73081,0.65244,0.69965,0.3824,1.55116,1.00936,1.50699,0.0023275,0.0023275,0.0023275
312,82009.4,1.17334,0.7665,1.25133,0.73303,0.65348,0.69996,0.38242,1.55204,1.00934,1.50797,0.00230275,0.00230275,0.00230275
313,82272.8,1.16169,0.75217,1.24598,0.73454,0.65434,0.70111,0.3824,1.55262,1.01033,1.50864,0.002278,0.002278,0.002278
314,82535.9,1.16594,0.75292,1.24507,0.73564,0.65348,0.70051,0.38233,1.55302,1.01036,1.50906,0.00225325,0.00225325,0.00225325
315,82798.9,1.15907,0.75347,1.24471,0.73761,0.65384,0.69984,0.3821,1.55351,1.01055,1.50998,0.0022285,0.0022285,0.0022285
316,83061.9,1.15891,0.75527,1.24699,0.73935,0.65244,0.70022,0.38257,1.5538,1.00968,1.51035,0.00220375,0.00220375,0.00220375
317,83325,1.15599,0.75342,1.24238,0.7374,0.65193,0.69934,0.38243,1.55594,1.01007,1.51347,0.002179,0.002179,0.002179
318,83590,1.15025,0.74522,1.23889,0.73588,0.65281,0.69945,0.38162,1.55598,1.01129,1.51414,0.00215425,0.00215425,0.00215425
319,83852.1,1.1558,0.75154,1.23927,0.73475,0.65143,0.69973,0.38162,1.5573,1.01113,1.51599,0.0021295,0.0021295,0.0021295
320,84115.3,1.1565,0.74981,1.23978,0.73638,0.64961,0.69949,0.38158,1.55904,1.01202,1.51722,0.00210475,0.00210475,0.00210475
321,84378.1,1.14923,0.7486,1.2321,0.73723,0.64875,0.69917,0.38167,1.55957,1.01223,1.51847,0.00208,0.00208,0.00208
322,84641.6,1.14488,0.74293,1.23184,0.73897,0.64789,0.69919,0.38143,1.56019,1.01258,1.51919,0.00205525,0.00205525,0.00205525
323,84904.6,1.14194,0.74741,1.23102,0.73571,0.65348,0.70009,0.38116,1.56,1.0125,1.51979,0.0020305,0.0020305,0.0020305
324,85168,1.14794,0.74378,1.23161,0.73376,0.65404,0.6995,0.38085,1.56154,1.0126,1.52117,0.00200575,0.00200575,0.00200575
325,85430.8,1.14478,0.73996,1.23445,0.73631,0.65305,0.69997,0.38084,1.56222,1.01355,1.5222,0.001981,0.001981,0.001981
326,85693.8,1.14324,0.7357,1.23001,0.73419,0.65434,0.69972,0.38088,1.56274,1.01346,1.5236,0.00195625,0.00195625,0.00195625
327,85957,1.14071,0.73952,1.2304,0.73417,0.65304,0.69918,0.38061,1.56362,1.01418,1.52401,0.0019315,0.0019315,0.0019315
328,86220,1.13991,0.73326,1.23038,0.72982,0.65382,0.69912,0.38066,1.56467,1.01413,1.52538,0.00190675,0.00190675,0.00190675
329,86483.4,1.13722,0.73011,1.23005,0.73831,0.64773,0.69832,0.38006,1.56554,1.01508,1.52614,0.001882,0.001882,0.001882
330,86746.4,1.13181,0.72352,1.22116,0.73581,0.64832,0.6981,0.37988,1.56604,1.01498,1.52691,0.00185725,0.00185725,0.00185725
331,87010,1.13657,0.73356,1.225,0.73563,0.64958,0.69905,0.37952,1.56643,1.01555,1.52728,0.0018325,0.0018325,0.0018325
332,87273.3,1.13693,0.73261,1.22455,0.73584,0.65176,0.6989,0.37969,1.5675,1.01605,1.52809,0.00180775,0.00180775,0.00180775
333,87537.8,1.12859,0.72431,1.22001,0.73493,0.65133,0.69903,0.3797,1.56791,1.01615,1.52948,0.001783,0.001783,0.001783
334,87804.4,1.13683,0.72401,1.22114,0.72442,0.6595,0.69804,0.3792,1.56867,1.01682,1.52979,0.00175825,0.00175825,0.00175825
335,88067.8,1.12375,0.72341,1.22544,0.72617,0.65907,0.69835,0.37936,1.56951,1.01676,1.53106,0.0017335,0.0017335,0.0017335
336,88331.2,1.12609,0.72411,1.22334,0.73183,0.65349,0.69791,0.37909,1.57,1.01774,1.53195,0.00170875,0.00170875,0.00170875
337,88594.5,1.12555,0.72207,1.21754,0.72903,0.65907,0.69782,0.37907,1.57118,1.01825,1.53366,0.001684,0.001684,0.001684
338,88858,1.12246,0.71464,1.21761,0.72946,0.6595,0.69783,0.37907,1.57254,1.01852,1.53476,0.00165925,0.00165925,0.00165925
339,89120.7,1.11583,0.71888,1.21356,0.73039,0.66036,0.69751,0.37882,1.57311,1.01862,1.53597,0.0016345,0.0016345,0.0016345
340,89383.7,1.11907,0.71116,1.21336,0.7277,0.65993,0.69779,0.37912,1.57351,1.01899,1.53608,0.00160975,0.00160975,0.00160975
341,89647.4,1.11457,0.7124,1.21185,0.72838,0.66122,0.69898,0.37933,1.57332,1.0199,1.53554,0.001585,0.001585,0.001585
342,89911.1,1.10965,0.70592,1.20966,0.72989,0.66251,0.69978,0.37905,1.57363,1.02012,1.53587,0.00156025,0.00156025,0.00156025
343,90174.3,1.10923,0.7138,1.20934,0.72881,0.66165,0.69887,0.37912,1.57453,1.01996,1.53773,0.0015355,0.0015355,0.0015355
344,90437.3,1.10777,0.70473,1.20573,0.72806,0.66337,0.69894,0.37951,1.57502,1.01977,1.53856,0.00151075,0.00151075,0.00151075
345,90700.6,1.1053,0.70404,1.20589,0.72548,0.66294,0.69811,0.37877,1.5757,1.02009,1.53985,0.001486,0.001486,0.001486
346,90963.7,1.10044,0.69744,1.20175,0.72527,0.66294,0.6985,0.3785,1.57517,1.02081,1.54017,0.00146125,0.00146125,0.00146125
347,91227.3,1.10893,0.7056,1.20414,0.72494,0.66251,0.69802,0.37847,1.576,1.02119,1.54145,0.0014365,0.0014365,0.0014365
348,91489.7,1.10545,0.70339,1.20444,0.72309,0.66349,0.69843,0.37833,1.57677,1.02082,1.54222,0.00141175,0.00141175,0.00141175
349,91752.2,1.10643,0.70008,1.2036,0.72315,0.6595,0.69751,0.37819,1.57721,1.02174,1.54329,0.001387,0.001387,0.001387
350,92014.7,1.10058,0.69732,1.19595,0.72274,0.66036,0.69743,0.37829,1.57789,1.0213,1.54449,0.00136225,0.00136225,0.00136225
351,92277.2,1.09703,0.69512,1.19955,0.73101,0.65735,0.69784,0.37799,1.57877,1.02214,1.54614,0.0013375,0.0013375,0.0013375
352,92539.3,1.08524,0.68632,1.19601,0.72936,0.65821,0.69784,0.37789,1.57983,1.0222,1.54753,0.00131275,0.00131275,0.00131275
353,92802,1.09416,0.69107,1.19323,0.72885,0.65778,0.69812,0.378,1.58031,1.02212,1.54914,0.001288,0.001288,0.001288
354,93064.3,1.08588,0.67866,1.19316,0.72642,0.65692,0.6969,0.37759,1.58142,1.02259,1.55031,0.00126325,0.00126325,0.00126325
355,93326.7,1.08698,0.69085,1.19459,0.72457,0.65597,0.69478,0.37739,1.58231,1.02253,1.55171,0.0012385,0.0012385,0.0012385
356,93589.3,1.08707,0.68233,1.19269,0.72512,0.65606,0.695,0.37772,1.5834,1.0237,1.55326,0.00121375,0.00121375,0.00121375
357,93851.7,1.08501,0.68724,1.18934,0.724,0.65778,0.69492,0.377,1.58412,1.02403,1.55474,0.001189,0.001189,0.001189
358,94114,1.07961,0.6849,1.18764,0.72488,0.65649,0.69421,0.37712,1.58448,1.02416,1.55527,0.00116425,0.00116425,0.00116425
359,94376.1,1.07812,0.67838,1.18675,0.72282,0.65735,0.69411,0.37694,1.58485,1.02465,1.55627,0.0011395,0.0011395,0.0011395
360,94638.7,1.08141,0.67998,1.18993,0.72446,0.65649,0.69428,0.37616,1.58527,1.02516,1.55683,0.00111475,0.00111475,0.00111475
361,94902.1,1.07762,0.67494,1.18812,0.72581,0.65606,0.69419,0.37612,1.58576,1.02564,1.55811,0.00109,0.00109,0.00109
362,95165.5,1.07614,0.6837,1.18474,0.72531,0.6552,0.69444,0.37567,1.58622,1.02551,1.55893,0.00106525,0.00106525,0.00106525
